source,target,relationship_type,qualificacao_socio
WELLINGTON EDUARDO FERREIRA,BALTIS EMPREENDIMENTOS E INVESTIMENTOS IMOBILIARIOS LTDA,socio_to_company,30
IMPLANTE FELIZ PARTICIPACOES LTDA,CLINICA ODONTOLOGICA VEM SORRIR ARARAS LTDA,socio_to_company,22
GERALDA REGINA DE SOUZA,PIZZARIA JARDIM FAMILIA AZEVEDO LTDA,socio_to_company,49
GERALDA REGINA DE SOUZA,CAFEEIRA ATLANTICA LTDA.,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,MERCADAO DOS PLASTICOS LTDA,socio_to_company,49
MIRIAM SALEM ASSEF,FRANKLIN TEMPLETON INVESTIMENTOS (BRASIL) LTDA.,socio_to_company,5
FERNANDO ALVES VIEIRA,SHEIKERS COMERCIO & INDUSTRIA LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,CASTRO & FARIA EMPREENDIMENTOS LTDA,socio_to_company,22
HELTON JONAS GONCALVES VILELA,"LA IMPERIO CONFECCAO, COMERCIO, EVENTOS E ATIVIDADES COMPLEMENTARES LTDA",socio_to_company,22
DANIEL BUENO VORCARO,ANDREA MENDES SANCHEZ CAVALERO MEDICINA LTDA,person_to_company,49
DANIEL BUENO VORCARO,VIA EXPRESSA S/A,person_to_company,5
DANIEL BUENO VORCARO,JA CONSTRUCOES PIMENTA LTDA,person_to_company,49
DANIEL BUENO VORCARO,BM ATIVIDADES IMOBILIARIAS S/A,person_to_company,10
DANIEL BUENO VORCARO,RENATO BARROS VILELA E FILHOS LTDA,person_to_company,22
DANIEL BUENO VORCARO,RESTAURANTE SABOR CARIOCA LTDA,person_to_company,49
DANIEL BUENO VORCARO,URZEDO & SAMPAIO ADVOGADOS ASSOCIADOS,person_to_company,52
DANIEL BUENO VORCARO,ORION BH DESENVOLVIMENTO IMOBILIARIO SPE LTDA,person_to_company,5
DANIEL BUENO VORCARO,BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,person_to_company,16
DANIEL BUENO VORCARO,DR FELIPE DUARTE AUGUSTO NEUROCIRURGIA E DOR LTDA,person_to_company,49
DANIEL BUENO VORCARO,VERTICE LICITA LTDA,person_to_company,49
DANIEL BUENO VORCARO,ASSOCIACAO COMUNITARIA DOS MORADORES LAGOA BONITA DO MUNICIPIO DE IGUATAMA MG,person_to_company,16
DANIEL BUENO VORCARO,SGP BRASIL LTDA,person_to_company,30
DANIEL BUENO VORCARO,APIA ASSESSORIA E CONSULTORIA ADMINISTRATIVA E IMOBILIARIA LTDA,person_to_company,49
DANIEL BUENO VORCARO,STAR MUSIC LTDA,person_to_company,5
DANIEL BUENO VORCARO,VINC CONSULTORIA E INVESTIMENTOS LTDA.,person_to_company,5
DANIEL BUENO VORCARO,EBM ENGENHARIA LTDA,person_to_company,49
DANIEL BUENO VORCARO,MASTER HOLDING FINANCEIRA SERVICOS S.A.,person_to_company,10
DANIEL BUENO VORCARO,"J RODRIGUES PLANEJAMENTO FISCAL, SOCIETARIO E SUCESSORIO LTDA",person_to_company,49
DANIEL BUENO VORCARO,DV HOLDING FINANCEIRA SA,person_to_company,16
DANIEL BUENO VORCARO,SUPERMERCADO YAMAMOTO LTDA,person_to_company,22
DANIEL BUENO VORCARO,ELETROLUZ UBERABA LTDA,person_to_company,49
DANIEL BUENO VORCARO,HEDGEHOG TRADING TECHNOLOGY INFORMATICA LTDA,person_to_company,49
DANIEL BUENO VORCARO,TEIXEIRA E TOLEDO SERVICOS MEDICOS LTDA,person_to_company,49
DANIEL BUENO VORCARO,MASTER SERVICOS S.A.,person_to_company,16
DANIEL BUENO VORCARO,MARV CONSTRUTORA LTDA.,person_to_company,49
DANIEL BUENO VORCARO,REPRESENTATIVA R&F REPRESENTACOES COMERCIAIS LTDA,person_to_company,22
DANIEL BUENO VORCARO,VIKING PARTICIPACOES LTDA,person_to_company,22
DANIEL BUENO VORCARO,ACADEMIA HEALTH PLACE LTDA,person_to_company,49
DANIEL BUENO VORCARO,JULIANA SANTOS ROCHA E CIA LTDA,person_to_company,22
DANIEL BUENO VORCARO,CENTRO ODONTOLOGICO ANA BEATRIZ LTDA,person_to_company,49
DANIEL BUENO VORCARO,MAE PANIFICADORA E LANCHONETE LTDA,person_to_company,49
DANIEL BUENO VORCARO,MASTER HOLDING FINANCEIRA S.A.,person_to_company,10
DANIEL BUENO VORCARO,MASTER PARTICIPACOES S.A.,person_to_company,10
DANIEL BUENO VORCARO,BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,person_to_company,16
DANIEL BUENO VORCARO,GESTACAR GESTAO DE NEGOCIOS LTDA,person_to_company,5
DANIEL BUENO VORCARO,JULICE RODRIGUES SOCIEDADE INDIVIDUAL DE ADVOCACIA,person_to_company,65
DANIEL BUENO VORCARO,PIRES FOMENTO MERCANTIL LTDA,person_to_company,22
JA CONSTRUCOES PIMENTA LTDA,JOSE ANTIGIO PIMENTA,company_to_socio,49
BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,DANIEL BUENO VORCARO,company_to_socio,16
BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,LUIZ ANTONIO BULL,company_to_socio,10
BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,FELIPE WALLACE SIMONSEN,company_to_socio,10
BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,ANDRE KRUSCHEWSKY LIMA,company_to_socio,10
BANCO MASTER S/A - EM LIQUIDACAO EXTRAJUDICIAL,AUGUSTO FERREIRA LIMA,company_to_socio,10
EBM ENGENHARIA LTDA,BRUNO MIRANDA FREIRE,company_to_socio,49
HEDGEHOG TRADING TECHNOLOGY INFORMATICA LTDA,DANIEL BUENO VORCARO,company_to_socio,49
MASTER SERVICOS S.A.,DANIEL BUENO VORCARO,company_to_socio,16
MASTER SERVICOS S.A.,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
MASTER SERVICOS S.A.,LUIZ ANTONIO BULL,company_to_socio,10
RENATO BARROS VILELA E FILHOS LTDA,MARIA BLIDES VILELA LEMOS,company_to_socio,49
RENATO BARROS VILELA E FILHOS LTDA,RENAN CHERCHIGLIA VILELA,company_to_socio,22
RENATO BARROS VILELA E FILHOS LTDA,MARCELO CHERCHIGLIA VILELA,company_to_socio,22
RENATO BARROS VILELA E FILHOS LTDA,CARMEM LUCIA VILELA,company_to_socio,49
RENATO BARROS VILELA E FILHOS LTDA,MARCIO CHERCHIGLIA VILELA,company_to_socio,49
SUPERMERCADO YAMAMOTO LTDA,MASSAHAKI YAMAMOTO,company_to_socio,22
SUPERMERCADO YAMAMOTO LTDA,GUICUIE DOZONO YAMAMOTO,company_to_socio,22
SUPERMERCADO YAMAMOTO LTDA,MASSAHAKI YAMAMOTO JUNIOR,company_to_socio,22
SUPERMERCADO YAMAMOTO LTDA,VIVIANE YAMAMOTO KLOCK,company_to_socio,49
TEIXEIRA E TOLEDO SERVICOS MEDICOS LTDA,LAYLA NATHANIA TEIXEIRA,company_to_socio,49
MAE PANIFICADORA E LANCHONETE LTDA,TELMA RIBEIRO DA SILVA,company_to_socio,49
ANDREA MENDES SANCHEZ CAVALERO MEDICINA LTDA,ANDREA MENDES SANCHEZ CAVALERO,company_to_socio,49
ANDREA MENDES SANCHEZ CAVALERO MEDICINA LTDA,JAQUELINE SCARPINELLI,company_to_socio,22
RESTAURANTE SABOR CARIOCA LTDA,SEBASTIAO DOS SANTOS MOURA,company_to_socio,49
RESTAURANTE SABOR CARIOCA LTDA,LEONARDO DE SOUZA,company_to_socio,49
ASSOCIACAO COMUNITARIA DOS MORADORES LAGOA BONITA DO MUNICIPIO DE IGUATAMA MG,LUCY LIMIRO DA SILVA,company_to_socio,16
MASTER HOLDING FINANCEIRA SERVICOS S.A.,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
MASTER HOLDING FINANCEIRA SERVICOS S.A.,DANIEL BUENO VORCARO,company_to_socio,10
MASTER HOLDING FINANCEIRA SERVICOS S.A.,LUIZ ANTONIO BULL,company_to_socio,10
"J RODRIGUES PLANEJAMENTO FISCAL, SOCIETARIO E SUCESSORIO LTDA",JULICE RODRIGUES ROSA,company_to_socio,49
MARV CONSTRUTORA LTDA.,MARCELO CHERCHIGLIA VILELA,company_to_socio,49
MARV CONSTRUTORA LTDA.,MARIA CELIA DE FATIMA RIBEIRO VILELA,company_to_socio,22
SGP BRASIL LTDA,VICTOR SUNDER DUARTE PUNJABI,company_to_socio,49
SGP BRASIL LTDA,HUGO GANGARAM DUARTE PUNJABI,company_to_socio,30
VINC CONSULTORIA E INVESTIMENTOS LTDA.,DANIEL BUENO VORCARO,company_to_socio,5
VINC CONSULTORIA E INVESTIMENTOS LTDA.,VIKING PARTICIPACOES LTDA,company_to_socio,22
VIKING PARTICIPACOES LTDA,DANIEL BUENO VORCARO,company_to_socio,22
VIKING PARTICIPACOES LTDA,STERN FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,company_to_socio,22
VIKING PARTICIPACOES LTDA,ADRIANO GARZON CORREA,company_to_socio,5
JULICE RODRIGUES SOCIEDADE INDIVIDUAL DE ADVOCACIA,JULICE RODRIGUES ROSA,company_to_socio,65
DR FELIPE DUARTE AUGUSTO NEUROCIRURGIA E DOR LTDA,FELIPE DUARTE AUGUSTO,company_to_socio,49
DR FELIPE DUARTE AUGUSTO NEUROCIRURGIA E DOR LTDA,YARA VIRGINIA DA COSTA COLODINO,company_to_socio,22
REPRESENTATIVA R&F REPRESENTACOES COMERCIAIS LTDA,ANA BEATRIZ MARQUES FIGUEIREDO ROMANIELLO,company_to_socio,22
REPRESENTATIVA R&F REPRESENTACOES COMERCIAIS LTDA,DANTON MARQUES FIGUEIREDO ROMANIELLO,company_to_socio,49
MASTER HOLDING FINANCEIRA S.A.,DANIEL BUENO VORCARO,company_to_socio,10
MASTER HOLDING FINANCEIRA S.A.,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
MASTER HOLDING FINANCEIRA S.A.,LUIZ ANTONIO BULL,company_to_socio,10
MASTER PARTICIPACOES S.A.,DANIEL BUENO VORCARO,company_to_socio,10
MASTER PARTICIPACOES S.A.,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
MASTER PARTICIPACOES S.A.,LUIZ ANTONIO BULL,company_to_socio,10
VIA EXPRESSA S/A,HUMBERTO JOSE GOMES PEREIRA,company_to_socio,10
VIA EXPRESSA S/A,DANIEL BUENO VORCARO,company_to_socio,5
URZEDO & SAMPAIO ADVOGADOS ASSOCIADOS,ADERCIONA FATIMA DE URZEDO,company_to_socio,52
URZEDO & SAMPAIO ADVOGADOS ASSOCIADOS,WALTER FRANCISCO SAMPAIO FILHO,company_to_socio,49
PIRES FOMENTO MERCANTIL LTDA,LUIS FELIPE PIRES PINHEIRO DE LIMA,company_to_socio,49
PIRES FOMENTO MERCANTIL LTDA,JOAO EDUARDO PIRES PINHEIRO DE LIMA,company_to_socio,49
PIRES FOMENTO MERCANTIL LTDA,DANIEL BUENO VORCARO,company_to_socio,22
VERTICE LICITA LTDA,ALINE DE SOUZA GODINHO,company_to_socio,49
APIA ASSESSORIA E CONSULTORIA ADMINISTRATIVA E IMOBILIARIA LTDA,ANDERSON JOSE DE PAULA,company_to_socio,49
DV HOLDING FINANCEIRA SA,LUIZ ANTONIO BULL,company_to_socio,10
DV HOLDING FINANCEIRA SA,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
DV HOLDING FINANCEIRA SA,DANIEL BUENO VORCARO,company_to_socio,16
CENTRO ODONTOLOGICO ANA BEATRIZ LTDA,ANA BEATRIZ MARQUES FIGUEIREDO ROMANIELLO,company_to_socio,49
CENTRO ODONTOLOGICO ANA BEATRIZ LTDA,DANTON MARQUES FIGUEIREDO ROMANIELLO,company_to_socio,22
GESTACAR GESTAO DE NEGOCIOS LTDA,GESTACAR HOLDING S.A,company_to_socio,22
GESTACAR GESTAO DE NEGOCIOS LTDA,DANIEL BUENO VORCARO,company_to_socio,5
GESTACAR GESTAO DE NEGOCIOS LTDA,CLAUDILENE FATIMA DE SOUZA SILVA,company_to_socio,5
ORION BH DESENVOLVIMENTO IMOBILIARIO SPE LTDA,DANIEL BUENO VORCARO,company_to_socio,5
ORION BH DESENVOLVIMENTO IMOBILIARIO SPE LTDA,CONCESSOES E PARTICIPACOES BR LTDA,company_to_socio,22
ORION BH DESENVOLVIMENTO IMOBILIARIO SPE LTDA,PACIFIC REALTY S/A,company_to_socio,22
ORION BH DESENVOLVIMENTO IMOBILIARIO SPE LTDA,FELIPE CANCADO VORCARO,company_to_socio,5
ACADEMIA HEALTH PLACE LTDA,LEONARDO REZENDE FERNANDES,company_to_socio,49
ACADEMIA HEALTH PLACE LTDA,JOSE GERALDO FERNANDES,company_to_socio,49
BM ATIVIDADES IMOBILIARIAS S/A,DECIO JOSE BERNARDES,company_to_socio,10
BM ATIVIDADES IMOBILIARIAS S/A,DENISE MARILIA BERNARDES,company_to_socio,10
BM ATIVIDADES IMOBILIARIAS S/A,HORACIO MAURO DA COSTA MOURAO,company_to_socio,10
BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,LUIZ ANTONIO BULL,company_to_socio,10
BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,ANGELO ANTONIO RIBEIRO DA SILVA,company_to_socio,10
BANCO MASTER DE INVESTIMENTO S.A.- EM LIQUIDACAO EXTRAJUDICIAL,DANIEL BUENO VORCARO,company_to_socio,16
STAR MUSIC LTDA,DANIEL BUENO VORCARO,company_to_socio,5
STAR MUSIC LTDA,VIKING PARTICIPACOES LTDA,company_to_socio,22
ELETROLUZ UBERABA LTDA,GIDEAO GIACULI,company_to_socio,49
ELETROLUZ UBERABA LTDA,GUSTAVO CASTELAR SILVA,company_to_socio,49
JULIANA SANTOS ROCHA E CIA LTDA,JULIANA SANTOS ROCHA,company_to_socio,22
JULIANA SANTOS ROCHA E CIA LTDA,CARLOS ROBERTO DE CARVALHO,company_to_socio,49
FELIPE WALLACE SIMONSEN,SG LOGISTICA E REPRESENTACOES COMERCIAIS LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,CLUBECORP SAUDE E BEM ESTAR S.A,socio_to_company,16
VICTOR SUNDER DUARTE PUNJABI,COMERCIO DE SUCATAS NOSSA SENHORA APARECIDA LTDA,socio_to_company,49
CARMEM LUCIA VILELA,CHA DE CASA NOVA LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,MONTAUT MONTAGENS ELETROMECANICAS E AUTOMACAO LTDA,socio_to_company,49
ADRIANO GARZON CORREA,INDUSTRIA GRAFICA VIANA BARBOSA LTDA,socio_to_company,22
FELIPE WALLACE SIMONSEN,H & M DESIGN MULTIMIDIA S/C LTDA,socio_to_company,49
MARIA BLIDES VILELA LEMOS,CONGREGACAO CRISTA NO BRASIL,socio_to_company,16
WALTER FRANCISCO SAMPAIO FILHO,PETRELA COMERCIO LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,REAL LAGOA ESPORTE CLUBE,socio_to_company,16
DECIO JOSE BERNARDES,MULTI MERCADO LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,GPO ASSESSORIA E PLANEJAMENTO LTDA.,socio_to_company,49
FELIPE WALLACE SIMONSEN,IPE 5 EMPREENDIMENTOS SPE LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,NAVEGANTES NEGOCIOS IMOBILIARIOS LTDA,socio_to_company,5
FELIPE WALLACE SIMONSEN,GESS APOIO ADMINISTRATIVO LTDA,socio_to_company,49
LEONARDO REZENDE FERNANDES,HGC PARTICIPACOES E ADMINISTRACAO LTDA,socio_to_company,5
LEONARDO REZENDE FERNANDES,H GONCALEZ PARTICIPACOES S/A,socio_to_company,16
RENAN CHERCHIGLIA VILELA,ENXOVAIS JUIZ DE FORA LTDA,socio_to_company,22
VIVIANE YAMAMOTO KLOCK,CARVIL CIMENTO LTDA,socio_to_company,22
MARIA BLIDES VILELA LEMOS,INSTITUTO DONATO DE OFTALMOLOGIA LTDA,socio_to_company,22
VIVIANE YAMAMOTO KLOCK,ROX INFORMATICA LIMITADA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,DENTAL FAMILY CONVS ODONTS INDVS E FAMILIARES LTDA,socio_to_company,49
VICTOR SUNDER DUARTE PUNJABI,PAOLI BALBINO & BALBINO SOCIEDADE DE ADVOGADOS,socio_to_company,52
GUICUIE DOZONO YAMAMOTO,RKN ASSESSORIA E GERENCIAMENTO ESPORTIVO LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,GUA SERVICOS MEDICOS LTDA,socio_to_company,22
LUIZ ANTONIO BULL,EXCELENCIA ADMINISTRACAO DE BENS E PARTICIPACOES S.A,socio_to_company,16
RENAN CHERCHIGLIA VILELA,MOREIRA & BITTAR EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,CLINICA OFTALMOLOGICA DR SERGIO PAULO MOTA SOARES LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,NEW DENTAL ASSISTENCIA ODONTOLOGICA INTERNACIONAL LTDA.,socio_to_company,49
LUIZ ANTONIO BULL,SOL CENTRAL PRODUCOES LTDA,socio_to_company,49
GIDEAO GIACULI,DIFARMONTES LTDA,socio_to_company,49
DECIO JOSE BERNARDES,MINEIRAO ESPORTES LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,ADELSO AGUIAR AUTOMOVEIS LTDA,socio_to_company,49
LUIZ ANTONIO BULL,DSA- SERVICOS ADMINISTRATIVOS LTDA,socio_to_company,22
JAQUELINE SCARPINELLI,INSTITUTO DE FISIOTERAPIA RUBENS ARAUJO LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,DIC - EMPORIO LTDA,socio_to_company,49
DECIO JOSE BERNARDES,EUPAR PARTICIPACOES LTDA.,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,FRANGULISRACING  SERVICOS LTDA,socio_to_company,49
JULIANA SANTOS ROCHA,VINC CONSULTORIA E INVESTIMENTOS LTDA.,socio_to_company,5
VIKING PARTICIPACOES LTDA,VINC CONSULTORIA E INVESTIMENTOS LTDA.,socio_to_company,22
FELIPE WALLACE SIMONSEN,CR & PP REPRESENTACAO COMERCIAL LTDA,socio_to_company,22
GESTACAR HOLDING S.A,CENTRO AUTOMOTIVO ESPIRITO SANTO LTDA,socio_to_company,22
WALTER FRANCISCO SAMPAIO FILHO,DOMINGOS CEZAROTI E OUTROS,socio_to_company,59
YARA VIRGINIA DA COSTA COLODINO,CONSTRUTORA MELO PRADO SCP,socio_to_company,5
LUIS FELIPE PIRES PINHEIRO DE LIMA,NOVOPACK INDUSTRIA DE EMBALAGENS LTDA,socio_to_company,5
LUIS FELIPE PIRES PINHEIRO DE LIMA,MAGAZINE CENTRAL SAMONTE LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,CONFIANCE SERVICOS ADMINISTRATIVOS LTDA,socio_to_company,49
LEONARDO REZENDE FERNANDES,SKY HOLDING LTDA,socio_to_company,22
YARA VIRGINIA DA COSTA COLODINO,NYRUS ENGENHARIA LTDA,socio_to_company,49
LUIZ ANTONIO BULL,MERX FOOD IMPORTACAO E EXPORTACAO DE ALIMENTOS LTDA,socio_to_company,49
RENAN CHERCHIGLIA VILELA,BEACH PLAY CAETE LTDA,socio_to_company,49
LUIZ ANTONIO BULL,DV HOLDING FINANCEIRA SA,socio_to_company,10
ANGELO ANTONIO RIBEIRO DA SILVA,DV HOLDING FINANCEIRA SA,socio_to_company,10
JULIANA SANTOS ROCHA,DV HOLDING FINANCEIRA SA,socio_to_company,16
DANTON MARQUES FIGUEIREDO ROMANIELLO,HF SERVICOS ADMINISTRATIVOS LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,DOLFOR DISTRIBUIDORA COMERCIAL LTDA,socio_to_company,49
FELIPE CANCADO VORCARO,GESSO MOURA LTDA,socio_to_company,49
ADRIANO GARZON CORREA,PRECISERV MANUTENCOES TECNICAS LTDA,socio_to_company,49
LEONARDO REZENDE FERNANDES,CONTAGEM LUBRIFICANTES LTDA,socio_to_company,49
DECIO JOSE BERNARDES,CAMPANHA ENERGIA SPE LTDA,socio_to_company,5
LUIZ ANTONIO BULL,SETOR DE PGMT E COBRANCAS ON LINE INOVA SIMPLES (I.S.),socio_to_company,65
GUICUIE DOZONO YAMAMOTO,JUATUBAMED SERVICOS EM ASSISTENCIA A SAUDE LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,ARIZA ODONTOLOGIA LTDA.,socio_to_company,22
LEONARDO REZENDE FERNANDES,LC ENERGIA SOLAR LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,RESTAURANTE CANTINHO DO ZE LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,SAMPAIO ENERGIA SOLAR QUATRO LTDA,socio_to_company,5
LUIZ ANTONIO BULL,ACECONSULTING LTDA,socio_to_company,22
DECIO JOSE BERNARDES,ICJS PARTICIPACOES LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,BIOREVEST 3D INDUSTRIA E COMERCIO LTDA,socio_to_company,49
JULIANA SANTOS ROCHA,TEIXEIRA E TOLEDO SERVICOS MEDICOS LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,ODONTO HELP ASSIST.TECNICA E PROTESE ODONTOLOGICA LTDA,socio_to_company,22
LUIZ ANTONIO BULL,ASSOCIACAO DE PAIS E MESTRES DA E.M. OSWALDO AUGUSTO ANTUNES,socio_to_company,16
GESTACAR HOLDING S.A,BR 3000 IMPORTACAO EXPORTACAO E MINERAIS LTDA,socio_to_company,22
ANGELO ANTONIO RIBEIRO DA SILVA,SATELITE SEGURANCA ELETRONICA LTDA,socio_to_company,49
VIVIANE YAMAMOTO KLOCK,MENDONCA & SALLUM COMERCIO LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,CIA. ANIMAL - CENTRO MEDICO VETERINARIO - SOCIEDADE SIMPLES LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,SINAL VEICULOS LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,CLAUDIO GOMES E OUTROS,socio_to_company,59
FELIPE WALLACE SIMONSEN,MOACIR RUIZ FERREIRA E OUTRO,socio_to_company,59
DECIO JOSE BERNARDES,DOCES ULA LTDA,socio_to_company,22
YARA VIRGINIA DA COSTA COLODINO,CONSTRUTORA MELO PRADO LTDA SCP,socio_to_company,5
GIDEAO GIACULI,CLMED SERVICOS MEDICOS,socio_to_company,52
LUIS FELIPE PIRES PINHEIRO DE LIMA,"COOPERATIVA DE TRABALHO, EMPREENDEDORISMO SOCIAL E DESENVOLVIMENTO ORGANIZADO - CRERSENDO",socio_to_company,16
ANDRE KRUSCHEWSKY LIMA,ANDRE KRUSCHEWSKY SOCIEDADE INDIVIDUAL DE ADVOCACIA,socio_to_company,65
GUICUIE DOZONO YAMAMOTO,PADARIA DA ASSOCIACAO LTDA,socio_to_company,22
FELIPE WALLACE SIMONSEN,INTER FACILIMOVEL EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,5
FELIPE WALLACE SIMONSEN,CONSERGRAF SERVICOS GRAFICOS LTDA,socio_to_company,49
MARIA BLIDES VILELA LEMOS,ESTUDIO MASTER LTDA,socio_to_company,49
LEONARDO REZENDE FERNANDES,MODELO TRANSPORTES LTDA,socio_to_company,49
GESTACAR HOLDING S.A,GETASP GESTAO EMPRESARIAL LTDA,socio_to_company,22
LUIZ ANTONIO BULL,LABULL CONSULTORIA DA INFORMACAO LTDA.,socio_to_company,38
GESTACAR HOLDING S.A,GESTACAR GESTAO DE NEGOCIOS LTDA,socio_to_company,22
JULIANA SANTOS ROCHA,GESTACAR GESTAO DE NEGOCIOS LTDA,socio_to_company,5
CLAUDILENE FATIMA DE SOUZA SILVA,GESTACAR GESTAO DE NEGOCIOS LTDA,socio_to_company,5
FELIPE WALLACE SIMONSEN,MAXIME RESIDENCE EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
AUGUSTO FERREIRA LIMA,ACB PROCESSAMENTO DE DADOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,EADI & CASTRO SOLUCOES LTDA,socio_to_company,49
YARA VIRGINIA DA COSTA COLODINO,CONSTRUTORA MELO PRADO LTDA SCP EDIFICIO TEFE,socio_to_company,5
GUICUIE DOZONO YAMAMOTO,SENSE ORGANIZACAO DE EVENTOS E PRODUCOES LTDA,socio_to_company,49
CARLOS ROBERTO DE CARVALHO,SUPERMERCADO NEVENSE LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,MTIG INCORPORADORA LTDA,socio_to_company,49
LUIS FELIPE PIRES PINHEIRO DE LIMA,DIAS FERREIRA EMPREENDIMENTOS LTDA,socio_to_company,30
CARLOS ROBERTO DE CARVALHO,DISTRIBUIDORA E ESPETARIA CHAPEU DE PALHA LTDA,socio_to_company,49
ADRIANO GARZON CORREA,KM MOTOS OFICINA MECANICA LTDA,socio_to_company,49
GUICUIE DOZONO YAMAMOTO,SORVETERIA FRUTELLI LTDA,socio_to_company,49
WALTER FRANCISCO SAMPAIO FILHO,INSTITUTO BORBOLETA AZUL,socio_to_company,10
FELIPE WALLACE SIMONSEN,MAKALU GESTORA DE RECURSOS LTDA,socio_to_company,5
JAQUELINE SCARPINELLI,OXPAY MEIOS DE PAGAMENTOS LTDA,socio_to_company,49
VICTOR SUNDER DUARTE PUNJABI,ALVES COMERCIO DE CESTAS BASICAS E SERVICOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,INTER PONTO EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,49
FELIPE WALLACE SIMONSEN,CACHAMORRA INTER MAXI EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
CLAUDILENE FATIMA DE SOUZA SILVA,COMBATE COMUNICACAO INTEGRADA LTDA,socio_to_company,49
RENAN CHERCHIGLIA VILELA,PATIO DE APREENSAO DE VEICULOS SABARA LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,RAMIRO & RAMIRO INDUSTRIA E COMERCIO DE FILTROS SANTO ANDRE LTDA,socio_to_company,49
SEBASTIAO DOS SANTOS MOURA,NEOCOPA COMERCIO VAREJISTA DE CALCADOS E ACESSORIOS LTDA,socio_to_company,49
JAQUELINE SCARPINELLI,ESCOLA DE EDUCACAO INFANTIL ANJINHOS DO FUTURO LTDA,socio_to_company,49
MARIA CELIA DE FATIMA RIBEIRO VILELA,EVANGELISTA E CURSAGE SOCIEDADE DE ADVOGADOS,socio_to_company,52
LUIS FELIPE PIRES PINHEIRO DE LIMA,AGBC EMPREENDIMENTOS  IMOBILIARIOS SPE LTDA - SCP,socio_to_company,5
VIVIANE YAMAMOTO KLOCK,QUARTZOLIDER INDUSTRIA E COMERCIO LTDA,socio_to_company,49
AUGUSTO FERREIRA LIMA,TERRA FIRME CONSTRUCOES E INCORPORACOES LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,YOGOSOFI COMERCIO DE ALIMENTOS LTDA,socio_to_company,49
JOAO EDUARDO PIRES PINHEIRO DE LIMA,ENGENHO SECO ADMINISTRACAO DE BENS LTDA.,socio_to_company,49
